Comente,Comente_texto,texto_limpo,tokens,tokens_sem_stopwords,tokens_stemmed,texto_final
"Empresa péssima cada dia que passa fica pior.
Bloquearam minha conta sem meu consentimento liguei e desligaram na minha cara.
ATENDENTE ANDREIA LIGAÇÃO ÀS 14:41 / 11/04/2025
Assim que desbloquear além de eu sair desse banco vou avisar a todos do agronegócio como vocês tratam os clientes.
Sem falar que toda hora está em manutenção HORRÍVEL","Empresa péssima cada dia que passa fica pior.
Bloquearam minha conta sem meu consentimento liguei e desligaram na minha cara.
ATENDENTE ANDREIA LIGAÇÃO ÀS 14:41 / 11/04/2025
Assim que desbloquear além de eu sair desse banco vou avisar a todos do agronegócio como vocês tratam os clientes.
Sem falar que toda hora está em manutenção HORRÍVEL",empresa péssima cada dia que passa fica pior bloquearam minha conta sem meu consentimento liguei desligaram minha cara atendente andreia ligação 1441 11042025 assim que desbloquear além sair desse banco vou avisar todos agronegócio como vocês tratam clientes sem falar que toda hora está manutenção horrível,"['empresa', 'péssima', 'cada', 'dia', 'que', 'passa', 'fica', 'pior', 'bloquearam', 'minha', 'conta', 'sem', 'meu', 'consentimento', 'liguei', 'desligaram', 'minha', 'cara', 'atendente', 'andreia', 'ligação', '1441', '11042025', 'assim', 'que', 'desbloquear', 'além', 'sair', 'desse', 'banco', 'vou', 'avisar', 'todos', 'agronegócio', 'como', 'vocês', 'tratam', 'clientes', 'sem', 'falar', 'que', 'toda', 'hora', 'está', 'manutenção', 'horrível']","['empresa', 'péssima', 'cada', 'dia', 'passa', 'fica', 'pior', 'bloquearam', 'conta', 'consentimento', 'liguei', 'desligaram', 'cara', 'atendente', 'andreia', 'ligação', '1441', '11042025', 'assim', 'desbloquear', 'além', 'sair', 'desse', 'banco', 'vou', 'avisar', 'todos', 'agronegócio', 'tratam', 'clientes', 'falar', 'toda', 'hora', 'manutenção', 'horrível']","['empr', 'péss', 'cad', 'dia', 'pass', 'fic', 'pi', 'bloque', 'cont', 'consent', 'lig', 'deslig', 'car', 'atend', 'andre', 'lig', '1441', '11042025', 'assim', 'desbloqu', 'além', 'sair', 'dess', 'banc', 'vou', 'avis', 'tod', 'agronegóci', 'trat', 'client', 'fal', 'tod', 'hor', 'manutenç', 'horr']",empr péss cad dia pass fic pi bloque cont consent lig deslig car atend andre lig 1441 11042025 assim desbloqu além sair dess banc vou avis tod agronegóci trat client fal tod hor manutenç horr
Porque o Pix não está funcionando,Porque o Pix não está funcionando,porque pix não está funcionando,"['porque', 'pix', 'não', 'está', 'funcionando']","['porque', 'pix', 'funcionando']","['porqu', 'pix', 'funcion']",porqu pix funcion
O Pix não tá funcionando,O Pix não tá funcionando,pix não funcionando,"['pix', 'não', 'funcionando']","['pix', 'funcionando']","['pix', 'funcion']",pix funcion
@nubank então sou azarada! Não estou nada satisfeita,@nubank então sou azarada! Não estou nada satisfeita,nubank então sou azarada não estou nada satisfeita,"['nubank', 'então', 'sou', 'azarada', 'não', 'estou', 'nada', 'satisfeita']","['nubank', 'então', 'azarada', 'nada', 'satisfeita']","['nubank', 'ent', 'azar', 'nad', 'satisfeit']",nubank ent azar nad satisfeit
@cristiane.moraes.581 😢,@cristiane.moraes.581 :crying_face:,cristianemoraes581 crying_face,"['cristianemoraes581', 'crying_face']","['cristianemoraes581', 'crying_face']","['cristianemoraes581', 'crying_fac']",cristianemoraes581 crying_fac
Olá bom dia,Olá bom dia,olá bom dia,"['olá', 'bom', 'dia']","['olá', 'bom', 'dia']","['olá', 'bom', 'dia']",olá bom dia
É fácil inovar bloqueando o dinheiro das pessoas. Com dinheiro dos outros até eu inovo.,É fácil inovar bloqueando o dinheiro das pessoas. Com dinheiro dos outros até eu inovo.,fácil inovar bloqueando dinheiro das pessoas com dinheiro dos outros até inovo,"['fácil', 'inovar', 'bloqueando', 'dinheiro', 'das', 'pessoas', 'com', 'dinheiro', 'dos', 'outros', 'até', 'inovo']","['fácil', 'inovar', 'bloqueando', 'dinheiro', 'pessoas', 'dinheiro', 'outros', 'inovo']","['fácil', 'inov', 'bloque', 'dinh', 'pesso', 'dinh', 'outr', 'inov']",fácil inov bloque dinh pesso dinh outr inov
@nubank me libera o cartão ultravioleta por favor! Faz tempo que estou esperando,@nubank me libera o cartão ultravioleta por favor! Faz tempo que estou esperando,nubank libera cartão ultravioleta por favor faz tempo que estou esperando,"['nubank', 'libera', 'cartão', 'ultravioleta', 'por', 'favor', 'faz', 'tempo', 'que', 'estou', 'esperando']","['nubank', 'libera', 'cartão', 'ultravioleta', 'favor', 'faz', 'tempo', 'esperando']","['nubank', 'lib', 'cart', 'ultraviolet', 'favor', 'faz', 'temp', 'esper']",nubank lib cart ultraviolet favor faz temp esper
@viktoor_gabriel to fazendo o mesmo,@viktoor_gabriel to fazendo o mesmo,viktoor_gabriel fazendo mesmo,"['viktoor_gabriel', 'fazendo', 'mesmo']","['viktoor_gabriel', 'fazendo']","['viktoor_gabriel', 'faz']",viktoor_gabriel faz
@nubank vcs aceitam projetos para investir ou algum investidor anjo? Ou pelo projeto é possível conseguir algum capital para fazer esse projeto e abrir um negócio?,@nubank vcs aceitam projetos para investir ou algum investidor anjo? Ou pelo projeto é possível conseguir algum capital para fazer esse projeto e abrir um negócio?,nubank vcs aceitam projetos para investir algum investidor anjo pelo projeto possível conseguir algum capital para fazer esse projeto abrir negócio,"['nubank', 'vcs', 'aceitam', 'projetos', 'para', 'investir', 'algum', 'investidor', 'anjo', 'pelo', 'projeto', 'possível', 'conseguir', 'algum', 'capital', 'para', 'fazer', 'esse', 'projeto', 'abrir', 'negócio']","['nubank', 'vcs', 'aceitam', 'projetos', 'investir', 'algum', 'investidor', 'anjo', 'projeto', 'possível', 'conseguir', 'algum', 'capital', 'fazer', 'projeto', 'abrir', 'negócio']","['nubank', 'vc', 'aceit', 'projet', 'invest', 'algum', 'invest', 'anj', 'projet', 'possível', 'consegu', 'algum', 'capit', 'faz', 'projet', 'abr', 'negóci']",nubank vc aceit projet invest algum invest anj projet possível consegu algum capit faz projet abr negóci
